PERIOD,EnergyCostReal_per_MWh,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,SystemDemand_MWh
2020,51.25917592407061,3431149842.650493,1213015650.493365,23664361.133900896
2023,78.68205827107607,2123893714.4284089,1212894049.11605,15415128.62992701
2025,31.758693490814554,4769055765.221817,1207204408.825833,38011778.0718841
2030,29.678000369349885,3696862111.4187713,1084845240.2381375,36553852.23859345
2035,30.215081928130136,3314519372.9715123,1127564050.2127721,37317921.3246817
2040,29.629531536850713,2900800072.7794538,1143996196.0070784,38609999.438711084
2045,27.006214741315887,2336375880.4430933,1068158302.2439617,39552314.623708546
2050,25.490936268185003,1902298481.0916696,1008225531.3321563,39552314.623708546
