load_zone,timestamp,ZoneTotalCentralDispatch,ZoneTotalDistributedDispatch,GeneratePumpedHydro,zone_demand_mw,StorageNetCharge,ChargeEVs,ShiftDemand,StorePumpedHydro
Oahu,2020-01-12 00:00,735.426,0,0,673.598,0,0.593181,61.2339,0
Oahu,2020-01-12 02:00,747.639,0,0,625.633,0,0.429723,121.576,0
Oahu,2020-01-12 04:00,731.207,0,0,679.688,0,17.3126,34.2064,0
Oahu,2020-01-12 06:00,818.901,0,0,909.31,0,0.522084,-90.931,0
Oahu,2020-01-12 08:00,939.64,0,0,990.328,0,0.797813,-51.4857,0
Oahu,2020-01-12 10:00,1110.32,0,0,1040.2,0,1.37076,68.745,0
Oahu,2020-01-12 12:00,1103.4,0,0,1042.7,3.549,1.57161,55.5841,0
Oahu,2020-01-12 14:00,1158.63,0,0,1030.51,0,1.91641,126.205,0
Oahu,2020-01-12 16:00,986.857,0,0,1003.21,31.941,2.06371,-50.3583,0
Oahu,2020-01-12 18:00,947.031,0,0,1048.56,0,3.32555,-104.856,0
Oahu,2020-01-12 20:00,860.42,0,0,952.594,0,3.08513,-95.2594,0
Oahu,2020-01-12 22:00,737.07,0,0,810.957,0,0.773159,-74.6594,0
Oahu,2020-01-19 00:00,772.491,0,0,640.244,0,0.593181,131.654,0
Oahu,2020-01-19 02:00,771.461,0,0,593.358,25.4791,0.429723,152.195,0
Oahu,2020-01-19 04:00,661.164,0,0,655.093,0,0.431732,5.6394,0
Oahu,2020-01-19 06:00,796.56,0,0,884.486,0,0.522084,-88.4486,0
Oahu,2020-01-19 08:00,862.551,0,0,954.249,0,0.797813,-92.4956,0
Oahu,2020-01-19 10:00,1032.72,0,0,995.567,12.559,18.2516,6.34605,0
Oahu,2020-01-19 12:00,1097.85,0,0,1010.23,0,1.57161,86.0483,0
Oahu,2020-01-19 14:00,1155.24,0,0,1006.84,11.05,1.91641,135.433,0
Oahu,2020-01-19 16:00,907.239,0,0,983.535,0,2.06371,-78.3592,0
Oahu,2020-01-19 18:00,931.889,0,0,1031.74,0,3.32555,-103.174,0
Oahu,2020-01-19 20:00,849.582,0,0,940.552,0,3.08513,-94.0552,0
Oahu,2020-01-19 22:00,738.659,0,0,798.668,0,0.773159,-60.7826,0
Oahu,2020-02-12 00:00,642.745,0,0,583.986,0,0.593181,58.1661,0
Oahu,2020-02-12 02:00,601.969,0,0,548.236,31.941,0.429723,21.3624,0
Oahu,2020-02-12 04:00,653.629,0,0,618.556,3.549,0.431732,31.0922,0
Oahu,2020-02-12 06:00,762.879,0,0,847.063,0,0.522084,-84.7063,0
Oahu,2020-02-12 08:00,882.601,0,0,914.074,0,0.797813,-32.271,0
Oahu,2020-02-12 10:00,1107.93,0,0,956.763,31.941,1.37076,117.854,0
Oahu,2020-02-12 12:00,1127.22,0,0,974.081,31.941,18.4525,102.748,0
Oahu,2020-02-12 14:00,1084.22,0,0,977.281,0,1.91641,105.027,0
Oahu,2020-02-12 16:00,936.844,0,0,971.466,7.098,2.06371,-43.7837,0
Oahu,2020-02-12 18:00,946.29,0,0,1047.74,0,3.32555,-104.774,0
Oahu,2020-02-12 20:00,855.589,0,0,947.227,0,3.08513,-94.7227,0
Oahu,2020-02-12 22:00,684.701,0,0,759.919,0,0.773159,-75.9919,0
Oahu,2020-02-20 00:00,723.748,0,0,640.175,0,0.593181,82.9797,0
Oahu,2020-02-20 02:00,724.776,0,0,596.007,0,0.429723,128.34,0
Oahu,2020-02-20 04:00,723.743,0,0,658.244,21.85,0.431732,43.217,0
Oahu,2020-02-20 06:00,788.855,0,0,875.926,0,0.522084,-87.5926,0
Oahu,2020-02-20 08:00,880.87,0,0,962.432,0,0.797813,-82.3595,0
Oahu,2020-02-20 10:00,1112.87,0,0,1015.1,0,1.37076,96.4054,0
Oahu,2020-02-20 12:00,1171.58,0,0,1033.11,0,1.57161,136.898,0
Oahu,2020-02-20 14:00,1058.2,0,0,1037.52,14.7738,1.91641,3.98666,0
Oahu,2020-02-20 16:00,978.335,0,0,1029.47,0,2.06371,-53.1943,0
Oahu,2020-02-20 18:00,967.304,0,0,1071.09,0,3.32555,-107.109,0
Oahu,2020-02-20 20:00,873.548,0,0,967.181,0,3.08513,-96.7181,0
Oahu,2020-02-20 22:00,728.353,0,0,775.552,0,17.654,-64.8533,0
Oahu,2020-04-10 00:00,752.417,0,0,619.596,0,17.474,115.346,0
Oahu,2020-04-10 02:00,727.178,0,0,586.944,0,0.429723,139.804,0
Oahu,2020-04-10 04:00,728.502,0,0,663.142,0,0.431732,64.9283,0
Oahu,2020-04-10 06:00,795.757,0,0,883.594,0,0.522084,-88.3594,0
Oahu,2020-04-10 08:00,869.613,0,0,965.35,0,0.797813,-96.535,0
Oahu,2020-04-10 10:00,1024.49,0,0,1007.58,0,1.37076,15.5407,0
Oahu,2020-04-10 12:00,1107.4,0,0,999.09,0,1.57161,106.743,0
Oahu,2020-04-10 14:00,1018.69,0,0,1017.9,0,1.91641,-1.13282,0
Oahu,2020-04-10 16:00,1003.38,0,0,1011.49,0,2.06371,-10.1725,0
Oahu,2020-04-10 18:00,963.071,0,0,1066.38,0,3.32555,-106.638,0
Oahu,2020-04-10 20:00,891.14,0,0,986.728,0,3.08513,-98.6728,0
Oahu,2020-04-10 22:00,768.071,0,0,793.417,14.7325,0.773159,-40.8513,0
Oahu,2020-05-02 00:00,770.296,0,0,652.432,27.5,0.593181,89.7709,0
Oahu,2020-05-02 02:00,676.912,0,0,611.79,31.941,0.429723,32.7505,0
Oahu,2020-05-02 04:00,657.49,0,0,659.856,0,17.3126,-19.6788,0
Oahu,2020-05-02 06:00,802.065,0,0,890.603,0,0.522084,-89.0603,0
Oahu,2020-05-02 08:00,986.869,0,0,980.892,0,0.797813,5.17915,0
Oahu,2020-05-02 10:00,1189.9,0,0,1026.74,0,1.37076,161.79,0
Oahu,2020-05-02 12:00,1121.78,0,0,1044.48,0,1.57161,75.7241,0
Oahu,2020-05-02 14:00,1136.27,0,0,1046.16,22.7273,1.91641,65.467,0
Oahu,2020-05-02 16:00,948.083,0,0,1027.06,0,2.06371,-81.037,0
Oahu,2020-05-02 18:00,940.085,0,0,1040.84,0,3.32555,-104.084,0
Oahu,2020-05-02 20:00,890.019,0,0,985.482,0,3.08513,-98.5482,0
Oahu,2020-05-02 22:00,765.063,0,0,802.563,0,0.773159,-38.2733,0
Oahu,2020-06-17 00:00,765.464,0,0,700.107,0,0.593181,64.7635,0
Oahu,2020-06-17 02:00,761.3,0,0,652.388,0,0.429723,108.482,0
Oahu,2020-06-17 04:00,747.027,0,0,706.753,0,0.431732,39.8427,0
Oahu,2020-06-17 06:00,804.256,0,0,893.037,0,0.522084,-89.3037,0
Oahu,2020-06-17 08:00,1007.79,0,0,1016.47,0,0.797813,-9.48027,0
Oahu,2020-06-17 10:00,1147.13,0,0,1070.04,31.941,18.2219,26.934,0
Oahu,2020-06-17 12:00,1222.25,0,0,1085.74,23.241,1.57161,111.704,0
Oahu,2020-06-17 14:00,1190.91,0,0,1080.62,0,1.91641,108.366,0
Oahu,2020-06-17 16:00,991.54,0,0,1060.32,0,2.06371,-70.8478,0
Oahu,2020-06-17 18:00,946.516,0,0,1047.99,0,3.32555,-104.799,0
Oahu,2020-06-17 20:00,921.172,0,0,1020.1,0,3.08513,-102.01,0
Oahu,2020-06-17 22:00,753.668,0,0,836.516,0,0.802857,-83.6516,0
Oahu,2020-08-18 00:00,779.406,0,0,699.457,0,0.593181,79.3563,0
Oahu,2020-08-18 02:00,778.777,0,0,658.588,31.941,0.429723,87.8184,0
Oahu,2020-08-18 04:00,748.155,0,0,711.298,0,0.431732,36.4251,0
Oahu,2020-08-18 06:00,833.158,0,0,925.151,0,0.522084,-92.5151,0
Oahu,2020-08-18 08:00,1078.47,0,0,1050.28,0,17.6787,10.5119,0
Oahu,2020-08-18 10:00,1215.41,0,0,1108.77,31.941,1.37076,73.3269,0
Oahu,2020-08-18 12:00,1304.94,0,0,1130.62,0,1.57161,172.747,0
Oahu,2020-08-18 14:00,1181.15,0,0,1134.03,3.52824,1.91641,41.6772,0
Oahu,2020-08-18 16:00,1005.87,0,0,1111.38,3.56976,2.06371,-111.138,0
Oahu,2020-08-18 18:00,978.714,0,0,1083.76,0,3.32555,-108.376,0
Oahu,2020-08-18 20:00,947.238,0,0,1049.06,0,3.08513,-104.906,0
Oahu,2020-08-18 22:00,765.123,0,0,849.278,0,0.773159,-84.9278,0
Oahu,2020-09-10 00:00,732.33,0,0,697.96,0,0.593181,33.777,0
Oahu,2020-09-10 02:00,730.567,0,0,656.078,0,17.3106,57.1781,0
Oahu,2020-09-10 04:00,749.965,0,0,711.819,0,0.431732,37.7142,0
Oahu,2020-09-10 06:00,828.707,0,0,920.206,0,0.522084,-92.0206,0
Oahu,2020-09-10 08:00,1050.68,0,0,1028.21,0,0.797813,21.6669,0
Oahu,2020-09-10 10:00,1161.74,0,0,1092.3,0,1.37076,68.0688,0
Oahu,2020-09-10 12:00,1254.63,0,0,1102.78,22.6911,1.57161,127.582,0
Oahu,2020-09-10 14:00,1219.76,0,0,1102.82,31.941,1.91641,83.0854,0
Oahu,2020-09-10 16:00,1049.67,0,0,1089.96,0,2.06371,-42.3607,0
Oahu,2020-09-10 18:00,995.327,0,0,1102.22,0,3.32555,-110.222,0
Oahu,2020-09-10 20:00,921.841,0,0,1020.84,0,3.08513,-102.084,0
Oahu,2020-09-10 22:00,758.584,0,0,823.848,16.3479,0.773159,-82.3848,0
Oahu,2020-09-22 00:00,749.854,0,0,722.167,0,17.474,10.2125,0
Oahu,2020-09-22 02:00,752.586,0,0,669.027,0,0.429723,83.1299,0
Oahu,2020-09-22 04:00,758.102,0,0,683.821,11.05,0.431732,62.7998,0
Oahu,2020-09-22 06:00,724.45,0,0,804.365,0,0.522084,-80.4365,0
Oahu,2020-09-22 08:00,976.172,0,0,976.266,0,0.797813,-0.891332,0
Oahu,2020-09-22 10:00,1074.55,0,0,1038.15,25.8804,1.37076,9.14834,0
Oahu,2020-09-22 12:00,1211.83,0,0,1039.55,31.941,1.57161,138.767,0
Oahu,2020-09-22 14:00,1143.96,0,0,1033.26,0,1.91641,108.781,0
Oahu,2020-09-22 16:00,978.127,0,0,1021.63,0,2.06371,-45.5711,0
Oahu,2020-09-22 18:00,942.422,0,0,1043.44,0,3.32555,-104.344,0
Oahu,2020-09-22 20:00,870.278,0,0,963.548,0,3.08513,-96.3548,0
Oahu,2020-09-22 22:00,767.944,0,0,852.412,0,0.773159,-85.2412,0
Oahu,2020-10-27 00:00,787.623,0,0,711.863,0,0.593181,75.1669,0
Oahu,2020-10-27 02:00,761.762,0,0,658.658,2.1,0.429723,100.574,0
Oahu,2020-10-27 04:00,728.475,0,0,678.088,0,0.431732,49.9558,0
Oahu,2020-10-27 06:00,761.71,0,0,796.913,0,0.522084,-35.725,0
Oahu,2020-10-27 08:00,1076.37,0,0,974.995,0,0.797813,100.579,0
Oahu,2020-10-27 10:00,1048.05,0,0,1029.95,4.3,1.37076,12.4323,0
Oahu,2020-10-27 12:00,1097.73,0,0,1029.57,0,1.57161,66.5839,0
Oahu,2020-10-27 14:00,1022.11,0,0,1000.48,20.65,1.91641,-0.929135,0
Oahu,2020-10-27 16:00,889.403,0,0,984.87,0.150787,2.06371,-97.6809,0
Oahu,2020-10-27 18:00,928.392,0,0,1027.85,0,3.32555,-102.785,0
Oahu,2020-10-27 20:00,859.597,0,0,951.68,0,3.08513,-95.168,0
Oahu,2020-10-27 22:00,781.473,0,0,836.823,0,17.654,-73.0042,0
Oahu,2020-11-22 00:00,733.142,0,0,660.521,0,0.593181,72.0278,0
Oahu,2020-11-22 02:00,723.582,0,0,604.651,0,0.429723,118.502,0
Oahu,2020-11-22 04:00,722.007,0,0,624.049,0,0.431732,97.5268,0
Oahu,2020-11-22 06:00,722.779,0,0,735.13,0,0.522084,-12.8727,0
