load_zone,period,Battery,Biodiesel,Biodiesel/Coal/Diesel/LNG/LSFO,Biodiesel/Diesel/LNG,Biodiesel/Diesel/LNG/LSFO,MSW,SUN,WND,hydro,batteries,fuel cells
Oahu,2020,31.941,0.0,180.0,0.0,1013.5,73.0,753.0359999999996,99.0,0.0,0.0,0
Oahu,2023,496.837,0.0,0.0,0.0,985.1,73.0,1097.1489999999997,123.0,0.0,0.0,0
Oahu,2025,677.111,0.0,0.0,0.0,930.6,73.0,1471.5579999999993,123.0,0.0,0.0,0
Oahu,2030,710.498,0.0,0.0,113.0,595.0,73.0,2424.440538243272,323.0,0.0,0.0,0
Oahu,2035,769.1166497139822,0.0,0.0,161.84,595.0,73.0,2652.26485208779,323.0,0.0,0.0,0
Oahu,2040,866.5002532701783,0.0,0.0,161.84,508.9,73.0,2981.42095603816,323.0,0.0,0.0,0
Oahu,2045,1285.8876774894493,8.0,0.0,298.212784,208.0,73.0,4281.665407575812,323.0,0.0,0.0,0
Oahu,2050,1301.0677547555006,8.0,0.0,213.71835199999998,358.586,0.0,4658.3839360110605,323.0,150.0,0.0,0
