owner,variable,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
HECO,amortized_cost,52693695.47694349,52693695.47694349,52693695.47694349,52693695.47694349,52693695.47694349,49441964.813967675,49441964.813967675,49441964.813967675,49441964.813967675,49441964.813967675,45643670.195481665,45643670.195481665,45643670.195481665,45643670.195481665,45643670.195481665,39684641.17400361,39684641.17400361,39684641.17400361,39684641.17400361,39684641.17400361,27927899.18615419,27927899.18615419,27927899.18615419,27927899.18615419,27927899.18615419,18479589.904055603,18479589.904055603,18479589.904055603,18479589.904055603,18479589.904055603
HECO,capacity_in_place,1247.14,1247.14,1247.14,1247.14,1247.14,1153.94,1153.94,1153.94,1153.94,1153.94,1045.94,1045.94,1045.94,1045.94,1045.94,876.9399999999999,876.9399999999999,876.9399999999999,876.9399999999999,876.9399999999999,541.3399999999999,541.3399999999999,541.3399999999999,541.3399999999999,541.3399999999999,272.64,272.64,272.64,272.64,272.64
HECO,capacity_retired,0.0,0.0,0.0,0.0,0.0,93.2,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,335.59999999999997,0.0,0.0,0.0,0.0,268.70000000000005,0.0,0.0,0.0,0.0
HECO,fixed_om,15928523.03764372,15928523.03764372,15928523.03764372,15928523.03764372,15928523.03764372,14933988.245362315,14933988.245362315,14933988.245362315,14933988.245362315,14933988.245362315,13781523.035422489,13781523.035422489,13781523.035422489,13781523.035422489,13781523.035422489,11978128.401349984,11978128.401349984,11978128.401349984,11978128.401349984,11978128.401349984,8396949.471203638,8396949.471203638,8396949.471203638,8396949.471203638,8396949.471203638,5529658.712770016,5529658.712770016,5529658.712770016,5529658.712770016,5529658.712770016
HECO,fuel_cost,371026907.8344981,371026907.8344981,371026907.8344981,363031613.5238628,363031613.5238628,273154872.5961264,273154872.5961264,273154872.5961264,273154872.5961264,273154872.5961264,31917843.71571392,31917843.71571392,31917843.71571392,31917843.71571392,31917843.71571392,29910443.041102488,29910443.041102488,29910443.041102488,29910443.041102488,29910443.041102488,34477991.5880724,34477991.5880724,34477991.5880724,34477991.5880724,34477991.5880724,25717223.614429012,25717223.614429012,25717223.614429012,25717223.614429012,25717223.614429012
HECO,non_renewable_output,2912940.142600202,2912940.142600202,2912940.142600202,2965782.757109805,2965782.757109805,2064089.2815493587,2064089.2815493587,2064089.2815493587,2064089.2815493587,2064089.2815493587,203443.31293079577,203443.31293079577,203443.31293079577,203443.31293079577,203443.31293079577,182158.273031799,182158.273031799,182158.273031799,182158.273031799,182158.273031799,185801.71310972888,185801.71310972888,185801.71310972888,185801.71310972888,185801.71310972888,-1.0345384949134297e-11,-1.0345384949134297e-11,-1.0345384949134297e-11,-1.0345384949134297e-11,-1.0345384949134297e-11
HECO,renewable_output,1.0277019327590165e-08,1.0277019327590165e-08,1.0277019327590165e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099.8593920698563,1099.8593920698563,1099.8593920698563,1099.8593920698563,1099.8593920698563,1143.7581677456992,1143.7581677456992,1143.7581677456992,1143.7581677456992,1143.7581677456992,73267.80055020632,73267.80055020632,73267.80055020632,73267.80055020632,73267.80055020632
HECO,total_output,2912940.1426002122,2912940.1426002122,2912940.1426002122,2965782.757109805,2965782.757109805,2064089.2815493587,2064089.2815493587,2064089.2815493587,2064089.2815493587,2064089.2815493587,203443.31293079577,203443.31293079577,203443.31293079577,203443.31293079577,203443.31293079577,183258.13242386887,183258.13242386887,183258.13242386887,183258.13242386887,183258.13242386887,186945.47127747457,186945.47127747457,186945.47127747457,186945.47127747457,186945.47127747457,73267.80055020632,73267.80055020632,73267.80055020632,73267.80055020632,73267.80055020632
HECO,variable_om,30497420.159881745,30497420.159881745,30497420.159881745,31050663.047875676,31050663.047875676,21610261.44901417,21610261.44901417,21610261.44901417,21610261.44901417,21610261.44901417,2111121.4647001894,2111121.4647001894,2111121.4647001894,2111121.4647001894,2111121.4647001894,1945269.0336577306,1945269.0336577306,1945269.0336577306,1945269.0336577306,1945269.0336577306,1917228.3132466436,1917228.3132466436,1917228.3132466436,1917228.3132466436,1917228.3132466436,917442.7129095142,917442.7129095142,917442.7129095142,917442.7129095142,917442.7129095142
PPA,amortized_cost,124620546.26641914,124620546.26641914,124620546.26641914,192191821.40417826,192191821.40417826,254630206.3645594,254630206.3645594,254630206.3645594,254630206.3645594,254630206.3645594,409745800.02128327,409745800.02128327,409745800.02128327,409745800.02128327,409745800.02128327,419518007.7848631,419518007.7848631,419518007.7848631,419518007.7848631,419518007.7848631,411358358.17456114,411358358.17456114,411358358.17456114,411358358.17456114,411358358.17456114,513588439.9497796,513588439.9497796,513588439.9497796,513588439.9497796,513588439.9497796
PPA,capacity_added,10.0,0.0,0.0,735.7,0.0,499.0,0.0,0.0,0.0,0.0,1011.152538243273,0.0,0.0,0.0,0.0,79.38096355850044,0.0,0.0,0.0,0.0,823.5837075065656,0.0,0.0,0.0,0.0,1642.7856597569235,0.0,0.0,0.0,0.0
PPA,capacity_in_place,782.9,782.9,782.9,1338.6000000000001,1338.6000000000001,1837.6000000000001,1837.6000000000001,1837.6000000000001,1837.6000000000001,1837.6000000000001,2848.752538243273,2848.752538243273,2848.752538243273,2848.752538243273,2848.752538243273,2928.1335018017735,2928.1335018017735,2928.1335018017735,2928.1335018017735,2928.1335018017735,3140.6172093083387,3140.6172093083387,3140.6172093083387,3140.6172093083387,3140.6172093083387,4640.202869065262,4640.202869065262,4640.202869065262,4640.202869065262,4640.202869065262
PPA,capacity_retired,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611.1,0.0,0.0,0.0,0.0,143.2,0.0,0.0,0.0,0.0
PPA,capital_outlay,13915956.988325834,0.0,0.0,1103867577.8181353,0.0,755552026.6928626,0.0,0.0,0.0,0.0,1943889369.2446046,0.0,0.0,0.0,0.0,120171116.2705546,0.0,0.0,0.0,0.0,846275037.350083,0.0,0.0,0.0,0.0,2342812525.7693634,0.0,0.0,0.0,0.0
PPA,fixed_om,39136895.747794196,39136895.747794196,39136895.747794196,41724554.09590274,41724554.09590274,50118817.83073793,50118817.83073793,50118817.83073793,50118817.83073793,50118817.83073793,67165804.09133942,67165804.09133942,67165804.09133942,67165804.09133942,67165804.09133942,68113761.79025379,68113761.79025379,68113761.79025379,68113761.79025379,68113761.79025379,64939836.495249406,64939836.495249406,64939836.495249406,64939836.495249406,64939836.495249406,80562983.9173233,80562983.9173233,80562983.9173233,80562983.9173233,80562983.9173233
PPA,fuel_cost,286653047.3203942,286653047.3203942,286653047.3203942,209459210.2806882,209459210.2806882,225850164.9808155,225850164.9808155,225850164.9808155,225850164.9808155,225850164.9808155,168721217.09699374,168721217.09699374,168721217.09699374,168721217.09699374,168721217.09699374,181280044.51350078,181280044.51350078,181280044.51350078,181280044.51350078,181280044.51350078,190964613.00719026,190964613.00719026,190964613.00719026,190964613.00719026,190964613.00719026,91776697.29232566,91776697.29232566,91776697.29232566,91776697.29232566,91776697.29232566
PPA,non_renewable_output,2628684.533921411,2628684.533921411,2628684.533921411,2068304.0000000014,2068304.0000000014,2068304.0,2068304.0,2068304.0,2068304.0,2068304.0,1425238.8447556074,1425238.8447556074,1425238.8447556074,1425238.8447556074,1425238.8447556074,1400692.0121367874,1400692.0121367874,1400692.0121367874,1400692.0121367874,1400692.0121367874,1375209.282960931,1375209.282960931,1375209.282960931,1375209.282960931,1375209.282960931,1.6659637142226638e-12,1.6659637142226638e-12,1.6659637142226638e-12,1.6659637142226638e-12,1.6659637142226638e-12
PPA,renewable_output,1454884.974085587,1454884.974085587,1454884.974085587,1720185.1248912672,1720185.1248912672,2487159.8457549326,2487159.8457549326,2487159.8457549326,2487159.8457549326,2487159.8457549326,4816959.122054408,4816959.122054408,4816959.122054408,4816959.122054408,4816959.122054408,4935669.4487070525,4935669.4487070525,4935669.4487070525,4935669.4487070525,4935669.4487070525,5281981.551941661,5281981.551941661,5281981.551941661,5281981.551941661,5281981.551941661,7300272.882944069,7300272.882944069,7300272.882944069,7300272.882944069,7300272.882944069
PPA,storage_load,0.0,0.0,0.0,37527.56198461444,37527.56198461444,66634.62220353926,66634.62220353926,66634.62220353926,66634.62220353926,66634.62220353926,183172.15228722218,183172.15228722218,183172.15228722218,183172.15228722218,183172.15228722218,191048.40916808462,191048.40916808462,191048.40916808462,191048.40916808462,191048.40916808462,208911.4817503155,208911.4817503155,208911.4817503155,208911.4817503155,208911.4817503155,293631.3347728506,293631.3347728506,293631.3347728506,293631.3347728506,293631.3347728506
PPA,total_output,4083569.5080069983,4083569.5080069983,4083569.5080069983,3788489.124891269,3788489.124891269,4555463.845754933,4555463.845754933,4555463.845754933,4555463.845754933,4555463.845754933,6242197.966810014,6242197.966810014,6242197.966810014,6242197.966810014,6242197.966810014,6336361.46084384,6336361.46084384,6336361.46084384,6336361.46084384,6336361.46084384,6657190.834902592,6657190.834902592,6657190.834902592,6657190.834902592,6657190.834902592,7300272.882944069,7300272.882944069,7300272.882944069,7300272.882944069,7300272.882944069
PPA,variable_om,80026599.85855773,80026599.85855773,80026599.85855773,74914172.36031717,74914172.36031717,74914172.36031725,74914172.36031725,74914172.36031725,74914172.36031725,74914172.36031725,74396275.63135588,74396275.63135588,74396275.63135588,74396275.63135588,74396275.63135588,74376506.67914945,74376506.67914945,74376506.67914945,74376506.67914945,74376506.67914945,74355983.99652925,74355983.99652925,74355983.99652925,74355983.99652925,74355983.99652925,59839482.428453,59839482.428453,59839482.428453,59839482.428453,59839482.428453
distributed,amortized_cost,207507828.72781217,207507828.72781217,207507828.72781217,225084434.28711694,225084434.28711694,234801584.87443346,234801584.87443346,234801584.87443346,234801584.87443346,234801584.87443346,261015776.83564556,261015776.83564556,261015776.83564556,261015776.83564556,261015776.83564556,287900651.80970997,287900651.80970997,287900651.80970997,287900651.80970997,287900651.80970997,314603090.89729214,314603090.89729214,314603090.89729214,314603090.89729214,314603090.89729214,250998019.91697732,250998019.91697732,250998019.91697732,250998019.91697732,250998019.91697732
distributed,capacity_added,47.277,0.0,0.0,97.309,0.0,55.683,0.0,0.0,0.0,0.0,175.117,0.0,0.0,0.0,0.0,239.003,0.0,0.0,0.0,0.0,248.126,0.0,0.0,0.0,0.0,564.8059999999998,0.0,0.0,0.0,0.0
