GENERATION_PROJECT,build_year,gen_overnight_cost,gen_storage_energy_overnight_cost,gen_fixed_om
Oahu_AES,1993,2395935.70899441,.,81542.3497598936
Oahu_Airport_DSG,2013,574324.697098231,.,8418.68374650717
Oahu_Battery_Bulk,2020,784892.142405119,239828.154623786,34066.4992363333
Oahu_Battery_Bulk,2021,746198.882928201,228005.214228061,32387.1042937587
Oahu_Battery_Bulk,2022,707505.623451283,216182.273832336,30707.7093511841
Oahu_Battery_Bulk,2023,668812.363974364,204359.333436611,29028.3144086096
Oahu_Battery_Bulk,2024,630119.104497446,192536.393040886,27348.919466035
Oahu_Battery_Bulk,2025,591425.845020528,180713.452645161,25669.5245234604
Oahu_Battery_Bulk,2026,572205.736026196,174840.64156356,24835.3184039147
Oahu_Battery_Bulk,2027,552985.627031863,168967.830481958,24001.1122843691
Oahu_Battery_Bulk,2028,533765.518037531,163095.019400357,23166.9061648234
Oahu_Battery_Bulk,2029,514545.409043199,157222.208318755,22332.7000452777
Oahu_Battery_Bulk,2030,495325.300048867,151349.397237154,21498.4939257321
Oahu_Battery_Bulk,2031,489133.733798256,149457.529771689,21229.7627516604
Oahu_Battery_Bulk,2032,482942.167547645,147565.662306225,20961.0315775888
Oahu_Battery_Bulk,2033,476750.601297034,145673.794840761,20692.3004035171
Oahu_Battery_Bulk,2034,470559.035046424,143781.927375296,20423.5692294455
Oahu_Battery_Bulk,2035,464367.468795813,141890.059909832,20154.8380553738
Oahu_Battery_Bulk,2036,458175.902545202,139998.192444367,19886.1068813022
Oahu_Battery_Bulk,2037,451984.336294591,138106.324978903,19617.3757072305
Oahu_Battery_Bulk,2038,445792.77004398,136214.457513438,19348.6445331589
Oahu_Battery_Bulk,2039,439601.203793369,134322.590047974,19079.9133590872
Oahu_Battery_Bulk,2040,433409.637542758,132430.72258251,18811.1821850156
Oahu_Battery_Bulk,2041,427218.071292148,130538.855117045,18542.4510109439
Oahu_Battery_Bulk,2042,421026.505041537,128646.987651581,18273.7198368723
Oahu_Battery_Bulk,2043,414834.938790926,126755.120186116,18004.9886628006
Oahu_Battery_Bulk,2044,408643.372540315,124863.252720652,17736.257488729
Oahu_Battery_Bulk,2045,402451.806289704,122971.385255187,17467.5263146573
