PERIOD,EnergyCostReal_per_MWh,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,SystemDemand_MWh
2020,51.27008373029578,3431879981.5366235,1213273776.759056,23664361.133900896
2023,78.8129455312084,2127426802.341997,1214911693.0670085,15415128.62992701
2025,31.786258320640457,4773195047.923625,1208252197.0197644,38011778.0718841
2030,30.616051462731214,3813711141.0885005,1119134621.2978497,36553852.23859345
2035,31.016579715041342,3402441687.676134,1157474281.566631,37317921.3246817
2040,30.4215142225983,2978337020.3211107,1174574647.0592616,38609999.438711084
2045,27.800640940818333,2405103698.4319663,1099579697.2319994,39552314.623708546
2050,29.56958432379079,2206673570.317798,1169545502.4668534,39552314.623708546
