owner,variable,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
HECO,amortized_cost,52693695.47694349,52693695.47694349,52693695.47694349,52693695.47694349,52693695.47694349,49441964.813967675,49441964.813967675,49441964.813967675,49441964.813967675,49441964.813967675,45643670.195481665,45643670.195481665,45643670.195481665,45643670.195481665,45643670.195481665,39684641.17400361,39684641.17400361,39684641.17400361,39684641.17400361,39684641.17400361,27927899.18615419,27927899.18615419,27927899.18615419,27927899.18615419,27927899.18615419,18479589.904055603,18479589.904055603,18479589.904055603,18479589.904055603,18479589.904055603
HECO,capacity_in_place,1247.14,1247.14,1247.14,1247.14,1247.14,1153.94,1153.94,1153.94,1153.94,1153.94,1045.94,1045.94,1045.94,1045.94,1045.94,876.9399999999999,876.9399999999999,876.9399999999999,876.9399999999999,876.9399999999999,541.3399999999999,541.3399999999999,541.3399999999999,541.3399999999999,541.3399999999999,272.64,272.64,272.64,272.64,272.64
HECO,capacity_retired,0.0,0.0,0.0,0.0,0.0,93.2,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,335.59999999999997,0.0,0.0,0.0,0.0,268.70000000000005,0.0,0.0,0.0,0.0
HECO,fixed_om,15928523.03764372,15928523.03764372,15928523.03764372,15928523.03764372,15928523.03764372,14933988.245362315,14933988.245362315,14933988.245362315,14933988.245362315,14933988.245362315,13781523.035422489,13781523.035422489,13781523.035422489,13781523.035422489,13781523.035422489,11978128.401349984,11978128.401349984,11978128.401349984,11978128.401349984,11978128.401349984,8396949.471203638,8396949.471203638,8396949.471203638,8396949.471203638,8396949.471203638,5529658.712770016,5529658.712770016,5529658.712770016,5529658.712770016,5529658.712770016
HECO,fuel_cost,371164168.0211619,371164168.0211619,371164168.0211619,364660403.45658207,364660403.45658207,274136155.45977914,274136155.45977914,274136155.45977914,274136155.45977914,274136155.45977914,47716528.387256406,47716528.387256406,47716528.387256406,47716528.387256406,47716528.387256406,35513057.23771793,35513057.23771793,35513057.23771793,35513057.23771793,35513057.23771793,41442244.34521361,41442244.34521361,41442244.34521361,41442244.34521361,41442244.34521361,55184102.18248687,55184102.18248687,55184102.18248687,55184102.18248687,55184102.18248687
HECO,non_renewable_output,2914141.658431451,2914141.658431451,2914141.658431451,2981070.249487801,2981070.249487801,2068143.2796186265,2068143.2796186265,2068143.2796186265,2068143.2796186265,2068143.2796186265,304509.76993571804,304509.76993571804,304509.76993571804,304509.76993571804,304509.76993571804,218694.0167217854,218694.0167217854,218694.0167217854,218694.0167217854,218694.0167217854,224986.88053606293,224986.88053606293,224986.88053606293,224986.88053606293,224986.88053606293,1.073779610237735e-11,1.073779610237735e-11,1.073779610237735e-11,1.073779610237735e-11,1.073779610237735e-11
HECO,renewable_output,1.2399494017515114e-08,1.2399494017515114e-08,1.2399494017515114e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.638803678444708e-12,9.638803678444708e-12,9.638803678444708e-12,9.638803678444708e-12,9.638803678444708e-12,719.8947740593568,719.8947740593568,719.8947740593568,719.8947740593568,719.8947740593568,163046.19284731767,163046.19284731767,163046.19284731767,163046.19284731767,163046.19284731767
HECO,total_output,2914141.6584314634,2914141.6584314634,2914141.6584314634,2981070.249487801,2981070.249487801,2068143.2796186265,2068143.2796186265,2068143.2796186265,2068143.2796186265,2068143.2796186265,304509.76993571804,304509.76993571804,304509.76993571804,304509.76993571804,304509.76993571804,218694.0167217854,218694.0167217854,218694.0167217854,218694.0167217854,218694.0167217854,225706.7753101223,225706.7753101223,225706.7753101223,225706.7753101223,225706.7753101223,163046.1928473177,163046.1928473177,163046.1928473177,163046.1928473177,163046.1928473177
HECO,variable_om,30509999.592118792,30509999.592118792,30509999.592118792,31210717.513610955,31210717.513610955,21652705.329215385,21652705.329215385,21652705.329215385,21652705.329215385,21652705.329215385,3188106.1545702596,3188106.1545702596,3188106.1545702596,3188106.1545702596,3188106.1545702596,2289646.538518612,2289646.538518612,2289646.538518612,2289646.538518612,2289646.538518612,2361345.4971631397,2361345.4971631397,2361345.4971631397,2361345.4971631397,2361345.4971631397,2432258.9958690447,2432258.9958690447,2432258.9958690447,2432258.9958690447,2432258.9958690447
PPA,amortized_cost,124622976.72897315,124622976.72897315,124622976.72897315,192420620.9566819,192420620.9566819,254654267.81463724,254654267.81463724,254654267.81463724,254654267.81463724,254654267.81463724,394069175.38177633,394069175.38177633,394069175.38177633,394069175.38177633,394069175.38177633,449490395.95620817,449490395.95620817,449490395.95620817,449490395.95620817,449490395.95620817,448136281.1991766,448136281.1991766,448136281.1991766,448136281.1991766,448136281.1991766,509053529.3203133,509053529.3203133,509053529.3203133,509053529.3203133,509053529.3203133
PPA,capacity_added,10.0,0.0,0.0,735.7,0.0,498.99999999999994,0.0,0.0,0.0,0.0,916.8045431119094,0.0,0.0,0.0,0.0,437.15006901173825,0.0,0.0,0.0,0.0,888.3674229451249,0.0,0.0,0.0,0.0,1063.9386538148424,0.0,0.0,0.0,0.0
PPA,capacity_in_place,782.9,782.9,782.9,1338.6000000000001,1338.6000000000001,1837.6000000000001,1837.6000000000001,1837.6000000000001,1837.6000000000001,1837.6000000000001,2754.4045431119093,2754.4045431119093,2754.4045431119093,2754.4045431119093,2754.4045431119093,3191.5546121236475,3191.5546121236475,3191.5546121236475,3191.5546121236475,3191.5546121236475,3468.8220350687725,3468.8220350687725,3468.8220350687725,3468.8220350687725,3468.8220350687725,4376.950899253341,4376.950899253341,4376.950899253341,4376.950899253341,4376.950899253341
PPA,capacity_retired,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611.1,0.0,0.0,0.0,0.0,155.80978963027354,0.0,0.0,0.0,0.0
PPA,capital_outlay,13949411.895001952,0.0,0.0,1106983510.1192083,0.0,752733841.2826942,0.0,0.0,0.0,0.0,1721116308.0420847,0.0,0.0,0.0,0.0,645618723.8262848,0.0,0.0,0.0,0.0,939811906.7203077,0.0,0.0,0.0,0.0,1988115344.607266,0.0,0.0,0.0,0.0
PPA,fixed_om,39136895.74779419,39136895.74779419,39136895.74779419,41724554.09590274,41724554.09590274,50118817.83073794,50118817.83073794,50118817.83073794,50118817.83073794,50118817.83073794,60177204.11722708,60177204.11722708,60177204.11722708,60177204.11722708,60177204.11722708,66215153.265436776,66215153.265436776,66215153.265436776,66215153.265436776,66215153.265436776,63540965.98730246,63540965.98730246,63540965.98730246,63540965.98730246,63540965.98730246,76306196.85655855,76306196.85655855,76306196.85655855,76306196.85655855,76306196.85655855
PPA,fuel_cost,286759662.01583993,286759662.01583993,286759662.01583993,209459210.2806882,209459210.2806882,225850164.98081425,225850164.98081425,225850164.98081425,225850164.98081425,225850164.98081425,208548869.6348924,208548869.6348924,208548869.6348924,208548869.6348924,208548869.6348924,177188493.32205915,177188493.32205915,177188493.32205915,177188493.32205915,177188493.32205915,178820584.6892108,178820584.6892108,178820584.6892108,178820584.6892108,178820584.6892108,66287756.52949112,66287756.52949112,66287756.52949112,66287756.52949112,66287756.52949112
PPA,non_renewable_output,2627575.387488314,2627575.387488314,2627575.387488314,2068304.0000000014,2068304.0000000014,2068304.0,2068304.0,2068304.0,2068304.0,2068304.0,1737254.4071552744,1737254.4071552744,1737254.4071552744,1737254.4071552744,1737254.4071552744,1377113.8802923604,1377113.8802923604,1377113.8802923604,1377113.8802923604,1377113.8802923604,1294570.355641864,1294570.355641864,1294570.355641864,1294570.355641864,1294570.355641864,-2.4275980889261745e-12,-2.4275980889261745e-12,-2.4275980889261745e-12,-2.4275980889261745e-12,-2.4275980889261745e-12
PPA,ppa_cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35692150.30010912,35692150.30010912,35692150.30010912,35692150.30010912,35692150.30010912
PPA,renewable_output,1454924.560970509,1454924.560970509,1454924.560970509,1705518.6199416397,1705518.6199416397,2483535.5900347577,2483535.5900347577,2483535.5900347577,2483535.5900347577,2483535.5900347577,4389423.933714852,4389423.933714852,4389423.933714852,4389423.933714852,4389423.933714852,4990037.110063703,4990037.110063703,4990037.110063703,4990037.110063703,4990037.110063703,5382386.018369731,5382386.018369731,5382386.018369731,5382386.018369731,5382386.018369731,7313696.10199049,7313696.10199049,7313696.10199049,7313696.10199049,7313696.10199049
PPA,storage_load,0.0,0.0,0.0,37473.743499240656,37473.743499240656,63636.45521617552,63636.45521617552,63636.45521617552,63636.45521617552,63636.45521617552,192324.42315870195,192324.42315870195,192324.42315870195,192324.42315870195,192324.42315870195,236777.63224852196,236777.63224852196,236777.63224852196,236777.63224852196,236777.63224852196,256331.63162447134,256331.63162447134,256331.63162447134,256331.63162447134,256331.63162447134,255070.21674083086,255070.21674083086,255070.21674083086,255070.21674083086,255070.21674083086
PPA,storage_net_load,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29797.672208668886,-29797.672208668886,-29797.672208668886,-29797.672208668886,-29797.672208668886
PPA,total_output,4082499.9484588234,4082499.9484588234,4082499.9484588234,3773822.6199416416,3773822.6199416416,4551839.590034758,4551839.590034758,4551839.590034758,4551839.590034758,4551839.590034758,6126678.340870125,6126678.340870125,6126678.340870125,6126678.340870125,6126678.340870125,6367150.9903560635,6367150.9903560635,6367150.9903560635,6367150.9903560635,6367150.9903560635,6676956.374011596,6676956.374011596,6676956.374011596,6676956.374011596,6676956.374011596,7313696.10199049,7313696.10199049,7313696.10199049,7313696.10199049,7313696.10199049
PPA,variable_om,80025841.34734763,80025841.34734763,80025841.34734763,74914172.36031717,74914172.36031717,74914172.36031725,74914172.36031725,74914172.36031725,74914172.36031725,74914172.36031725,74647559.40537785,74647559.40537785,74647559.40537785,74647559.40537785,74647559.40537785,74357517.87644778,74357517.87644778,74357517.87644778,74357517.87644778,74357517.87644778,74291040.90896666,74291040.90896666,74291040.90896666,74291040.90896666,74291040.90896666,58960757.57738897,58960757.57738897,58960757.57738897,58960757.57738897,58960757.57738897
