load_zone,period,Battery,Biodiesel,Biodiesel/Coal/Diesel/LNG/LSFO,Biodiesel/Diesel/LNG,Biodiesel/Diesel/LNG/LSFO,MSW,SUN,WND,hydro,batteries,fuel cells
Oahu,2020,31.941,0.0,180.0,0.0,1013.5,73.0,753.0359999999996,99.0,0.0,0.0,0
Oahu,2023,496.837,0.0,0.0,0.0,1013.5,73.0,1097.1489999999997,123.0,0.0,0.0,0
Oahu,2025,677.111,0.0,0.0,0.0,844.5,73.0,1471.5579999999993,123.0,0.0,0.0,0
Oahu,2030,710.498,0.0,0.0,113.0,677.1,73.0,2410.2169450505035,323.0,150.0,0.0,0
Oahu,2035,755.3870000000001,0.0,0.0,113.0,677.1,73.0,2627.815086132215,323.0,150.0,0.0,0
Oahu,2040,804.109,0.0,0.0,161.84,508.9,73.0,3011.4486825279055,323.0,150.0,0.0,0
Oahu,2045,909.107148630854,8.0,0.0,264.64,208.0,73.0,3847.6681887634145,523.0,150.0,0.0,0
Oahu,2050,909.107148630854,8.0,0.0,113.0,208.0,0.0,3860.584029620977,2021.3428893628698,150.0,0.0,0
