owner,variable,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
HECO,amortized_cost,52693695.47694349,52693695.47694349,52693695.47694349,52693695.47694349,52693695.47694349,49441964.813967675,49441964.813967675,49441964.813967675,49441964.813967675,49441964.813967675,45643670.195481665,45643670.195481665,45643670.195481665,45643670.195481665,45643670.195481665,39684641.17400361,39684641.17400361,39684641.17400361,39684641.17400361,39684641.17400361,27927899.18615419,27927899.18615419,27927899.18615419,27927899.18615419,27927899.18615419,18479589.904055603,18479589.904055603,18479589.904055603,18479589.904055603,18479589.904055603
HECO,capacity_in_place,1247.14,1247.14,1247.14,1247.14,1247.14,1153.94,1153.94,1153.94,1153.94,1153.94,1045.94,1045.94,1045.94,1045.94,1045.94,876.9399999999999,876.9399999999999,876.9399999999999,876.9399999999999,876.9399999999999,541.3399999999999,541.3399999999999,541.3399999999999,541.3399999999999,541.3399999999999,272.64,272.64,272.64,272.64,272.64
HECO,capacity_retired,0.0,0.0,0.0,0.0,0.0,93.2,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,335.59999999999997,0.0,0.0,0.0,0.0,268.70000000000005,0.0,0.0,0.0,0.0
HECO,fixed_om,15928523.03764372,15928523.03764372,15928523.03764372,15928523.03764372,15928523.03764372,14933988.245362315,14933988.245362315,14933988.245362315,14933988.245362315,14933988.245362315,13781523.035422489,13781523.035422489,13781523.035422489,13781523.035422489,13781523.035422489,11978128.401349984,11978128.401349984,11978128.401349984,11978128.401349984,11978128.401349984,8396949.471203638,8396949.471203638,8396949.471203638,8396949.471203638,8396949.471203638,5529658.712770016,5529658.712770016,5529658.712770016,5529658.712770016,5529658.712770016
HECO,fuel_cost,371043693.91289794,371043693.91289794,371043693.91289794,363780356.86369044,363780356.86369044,273854131.2561527,273854131.2561527,273854131.2561527,273854131.2561527,273854131.2561527,31890739.205753244,31890739.205753244,31890739.205753244,31890739.205753244,31890739.205753244,25677961.193139408,25677961.193139408,25677961.193139408,25677961.193139408,25677961.193139408,28146567.273093008,28146567.273093008,28146567.273093008,28146567.273093008,28146567.273093008,55803156.708539955,55803156.708539955,55803156.708539955,55803156.708539955,55803156.708539955
HECO,non_renewable_output,2913047.333161118,2913047.333161118,2913047.333161118,2967388.5544440234,2967388.5544440234,2062405.0069227805,2062405.0069227805,2062405.0069227805,2062405.0069227805,2062405.0069227805,205146.27873344818,205146.27873344818,205146.27873344818,205146.27873344818,205146.27873344818,160097.11908388173,160097.11908388173,160097.11908388173,160097.11908388173,160097.11908388173,155202.3035945296,155202.3035945296,155202.3035945296,155202.3035945296,155202.3035945296,6.902868922956833e-13,6.902868922956833e-13,6.902868922956833e-13,6.902868922956833e-13,6.902868922956833e-13
HECO,renewable_output,1.0789440977518252e-08,1.0789440977518252e-08,1.0789440977518252e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1345.8995939696965,1345.8995939696965,1345.8995939696965,1345.8995939696965,1345.8995939696965,165806.5568088032,165806.5568088032,165806.5568088032,165806.5568088032,165806.5568088032
HECO,total_output,2913047.3331611287,2913047.3331611287,2913047.3331611287,2967388.5544440234,2967388.5544440234,2062405.0069227805,2062405.0069227805,2062405.0069227805,2062405.0069227805,2062405.0069227805,205146.27873344818,205146.27873344818,205146.27873344818,205146.27873344818,205146.27873344818,160097.11908388173,160097.11908388173,160097.11908388173,160097.11908388173,160097.11908388173,156548.20318849932,156548.20318849932,156548.20318849932,156548.20318849932,156548.20318849932,165806.55680880326,165806.55680880326,165806.55680880326,165806.55680880326,165806.55680880326
HECO,variable_om,30498542.405933294,30498542.405933294,30498542.405933294,31067475.15989853,31067475.15989853,21592627.7083821,21592627.7083821,21592627.7083821,21592627.7083821,21592627.7083821,2128950.8951240648,2128950.8951240648,2128950.8951240648,2128950.8951240648,2128950.8951240648,1676158.406306761,1676158.406306761,1676158.406306761,1676158.406306761,1676158.406306761,1671976.0283996768,1671976.0283996768,1671976.0283996768,1671976.0283996768,1671976.0283996768,2541561.7535571638,2541561.7535571638,2541561.7535571638,2541561.7535571638,2541561.7535571638
PPA,amortized_cost,124620546.26641914,124620546.26641914,124620546.26641914,192191821.40417826,192191821.40417826,254630206.3645594,254630206.3645594,254630206.3645594,254630206.3645594,254630206.3645594,386738204.40295,386738204.40295,386738204.40295,386738204.40295,386738204.40295,395096403.6019731,395096403.6019731,395096403.6019731,395096403.6019731,395096403.6019731,389214205.2479119,389214205.2479119,389214205.2479119,389214205.2479119,389214205.2479119,470462123.0267906,470462123.0267906,470462123.0267906,470462123.0267906,470462123.0267906
PPA,capacity_added,10.0,0.0,0.0,735.7,0.0,499.0,0.0,0.0,0.0,0.0,996.9289450505046,0.0,0.0,0.0,0.0,55.42514108171166,0.0,0.0,0.0,0.0,829.3995963956902,0.0,0.0,0.0,0.0,1030.7986548663623,0.0,0.0,0.0,0.0
PPA,capacity_in_place,782.9,782.9,782.9,1338.6000000000001,1338.6000000000001,1837.6000000000001,1837.6000000000001,1837.6000000000001,1837.6000000000001,1837.6000000000001,2834.5289450505043,2834.5289450505043,2834.5289450505043,2834.5289450505043,2834.5289450505043,2889.9540861322157,2889.9540861322157,2889.9540861322157,2889.9540861322157,2889.9540861322157,3108.2536825279058,3108.2536825279058,3108.2536825279058,3108.2536825279058,3108.2536825279058,3995.852337394268,3995.852337394268,3995.852337394268,3995.852337394268,3995.852337394268
PPA,capacity_retired,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611.1,0.0,0.0,0.0,0.0,143.2,0.0,0.0,0.0,0.0
PPA,capital_outlay,13915956.988325834,0.0,0.0,1103867577.8181353,0.0,755552026.6928625,0.0,0.0,0.0,0.0,1714677517.9115775,0.0,0.0,0.0,0.0,102463845.88398845,0.0,0.0,0.0,0.0,887551336.3997055,0.0,0.0,0.0,0.0,1937807497.374569,0.0,0.0,0.0,0.0
PPA,fixed_om,39136895.747794196,39136895.747794196,39136895.747794196,41724554.09590274,41724554.09590274,50118817.83073793,50118817.83073793,50118817.83073793,50118817.83073793,50118817.83073793,67011843.344313316,67011843.344313316,67011843.344313316,67011843.344313316,67011843.344313316,67578526.702271,67578526.702271,67578526.702271,67578526.702271,67578526.702271,64013525.84416644,64013525.84416644,64013525.84416644,64013525.84416644,64013525.84416644,77005186.17673965,77005186.17673965,77005186.17673965,77005186.17673965,77005186.17673965
PPA,fuel_cost,286675075.45203024,286675075.45203024,286675075.45203024,209459210.2806867,209459210.2806867,225850164.9808155,225850164.9808155,225850164.9808155,225850164.9808155,225850164.9808155,164397605.03675103,164397605.03675103,164397605.03675103,164397605.03675103,164397605.03675103,181220144.77842477,181220144.77842477,181220144.77842477,181220144.77842477,181220144.77842477,187814170.02880222,187814170.02880222,187814170.02880222,187814170.02880222,187814170.02880222,95539136.67723848,95539136.67723848,95539136.67723848,95539136.67723848,95539136.67723848
PPA,non_renewable_output,2628740.96611995,2628740.96611995,2628740.96611995,2068304.0000000014,2068304.0000000014,2068304.0,2068304.0,2068304.0,2068304.0,2068304.0,1392063.4695278683,1392063.4695278683,1392063.4695278683,1392063.4695278683,1392063.4695278683,1409316.958291507,1409316.958291507,1409316.958291507,1409316.958291507,1409316.958291507,1351786.679754314,1351786.679754314,1351786.679754314,1351786.679754314,1351786.679754314,-3.872777018837838e-10,-3.872777018837838e-10,-3.872777018837838e-10,-3.872777018837838e-10,-3.872777018837838e-10
PPA,ppa_cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35692150.30010912,35692150.30010912,35692150.30010912,35692150.30010912,35692150.30010912,35692150.30010912,35692150.30010912,35692150.30010912,35692150.30010912,35692150.30010912,35692150.30010912,35692150.30010912,35692150.30010912,35692150.30010912,35692150.30010912,35692150.30010912,35692150.30010912,35692150.30010912,35692150.30010912,35692150.30010912
PPA,renewable_output,1454955.0981253525,1454955.0981253525,1454955.0981253525,1720185.1248912672,1720185.1248912672,2487159.8457549326,2487159.8457549326,2487159.8457549326,2487159.8457549326,2487159.8457549326,4782719.972216642,4782719.972216642,4782719.972216642,4782719.972216642,4782719.972216642,4933025.127673612,4933025.127673612,4933025.127673612,4933025.127673612,4933025.127673612,5301370.057267598,5301370.057267598,5301370.057267598,5301370.057267598,5301370.057267598,7216242.730783294,7216242.730783294,7216242.730783294,7216242.730783294,7216242.730783294
PPA,storage_load,0.0,0.0,0.0,36998.47988780097,36998.47988780097,62502.551753368,62502.551753368,62502.551753368,62502.551753368,62502.551753368,149576.5736247038,149576.5736247038,149576.5736247038,149576.5736247038,149576.5736247038,158126.23489754516,158126.23489754516,158126.23489754516,158126.23489754516,158126.23489754516,171656.53426202404,171656.53426202404,171656.53426202404,171656.53426202404,171656.53426202404,203379.8624818224,203379.8624818224,203379.8624818224,203379.8624818224,203379.8624818224
PPA,storage_net_load,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24822.863286176318,-24822.863286176318,-24822.863286176318,-24822.863286176318,-24822.863286176318,-19151.990743476592,-19151.990743476592,-19151.990743476592,-19151.990743476592,-19151.990743476592,-14098.42103528386,-14098.42103528386,-14098.42103528386,-14098.42103528386,-14098.42103528386,-25983.83524660354,-25983.83524660354,-25983.83524660354,-25983.83524660354,-25983.83524660354
PPA,total_output,4083696.064245303,4083696.064245303,4083696.064245303,3788489.124891269,3788489.124891269,4555463.845754933,4555463.845754933,4555463.845754933,4555463.845754933,4555463.845754933,6174783.441744511,6174783.441744511,6174783.441744511,6174783.441744511,6174783.441744511,6342342.085965119,6342342.085965119,6342342.085965119,6342342.085965119,6342342.085965119,6653156.737021913,6653156.737021913,6653156.737021913,6653156.737021913,6653156.737021913,7216242.730783294,7216242.730783294,7216242.730783294,7216242.730783294,7216242.730783294
PPA,variable_om,80026701.78145203,80026701.78145203,80026701.78145203,74914172.36031717,74914172.36031717,74914172.36031725,74914172.36031725,74914172.36031725,74914172.36031725,74914172.36031725,74369557.62592146,74369557.62592146,74369557.62592146,74369557.62592146,74369557.62592146,74383452.83594953,74383452.83594953,74383452.83594953,74383452.83594953,74383452.83594953,74337120.44983335,74337120.44983335,74337120.44983335,74337120.44983335,74337120.44983335,59035419.37519684,59035419.37519684,59035419.37519684,59035419.37519684,59035419.37519684
