BALANCING_AREA_TIMEPOINTS_1,BALANCING_AREA_TIMEPOINTS_2,MaximumContingencyDown
system_wide_balancing_area,2007011200,67.3598475960767
system_wide_balancing_area,2007011202,62.5633248318169
system_wide_balancing_area,2007011204,67.96878472169571
system_wide_balancing_area,2007011206,90.9310174135792
system_wide_balancing_area,2007011208,99.0328070083383
system_wide_balancing_area,2007011210,104.02042265436101
system_wide_balancing_area,2007011212,104.27003201666501
system_wide_balancing_area,2007011214,103.05124344541801
system_wide_balancing_area,2007011216,100.321083900226
system_wide_balancing_area,2007011218,104.856111142073
system_wide_balancing_area,2007011220,95.2594083335193
system_wide_balancing_area,2007011222,81.0956770828238
system_wide_balancing_area,2007011900,64.0244082052991
system_wide_balancing_area,2007011902,59.3357752020348
system_wide_balancing_area,2007011904,65.5092638990005
system_wide_balancing_area,2007011906,88.44863859067311
system_wide_balancing_area,2007011908,95.4249002550464
system_wide_balancing_area,2007011910,99.55671237317262
system_wide_balancing_area,2007011912,101.023281666705
system_wide_balancing_area,2007011914,100.68406894357501
system_wide_balancing_area,2007011916,98.35346724206971
system_wide_balancing_area,2007011918,103.173762326549
system_wide_balancing_area,2007011920,94.05524888240801
system_wide_balancing_area,2007011922,79.8668309914847
system_wide_balancing_area,2007021200,58.398597193387005
system_wide_balancing_area,2007021202,54.82360596039891
system_wide_balancing_area,2007021204,61.8556411452868
system_wide_balancing_area,2007021206,84.70632679614101
system_wide_balancing_area,2007021208,91.4073781379748
system_wide_balancing_area,2007021210,95.67633825736651
system_wide_balancing_area,2007021212,97.408060353346
system_wide_balancing_area,2007021214,97.72807235629891
system_wide_balancing_area,2007021216,97.14656483093302
system_wide_balancing_area,2007021218,104.77382234131301
system_wide_balancing_area,2007021220,94.72270248856691
system_wide_balancing_area,2007021222,75.9919427957292
system_wide_balancing_area,2007050200,65.2431967765454
system_wide_balancing_area,2007050202,61.17904433904351
system_wide_balancing_area,2007050204,65.9856246233961
system_wide_balancing_area,2007050206,89.06031867631741
system_wide_balancing_area,2007050208,98.0892287596314
system_wide_balancing_area,2007050210,102.673629281934
system_wide_balancing_area,2007050212,104.44832441831
system_wide_balancing_area,2007050214,104.61564497985401
system_wide_balancing_area,2007050216,102.70563048222901
system_wide_balancing_area,2007050218,104.084425054952
system_wide_balancing_area,2007050220,98.54821740386672
system_wide_balancing_area,2007050222,80.2563313150788
system_wide_balancing_area,2007092200,72.2167154808934
system_wide_balancing_area,2007092202,66.9026875918583
system_wide_balancing_area,2007092204,68.3820573655092
system_wide_balancing_area,2007092206,80.4364523567408
system_wide_balancing_area,2007092208,97.6265828353624
system_wide_balancing_area,2007092210,103.81470065246299
system_wide_balancing_area,2007092212,103.954591613754
system_wide_balancing_area,2007092214,103.326453767958
system_wide_balancing_area,2007092216,102.163438717226
system_wide_balancing_area,2007092218,104.34409193734801
system_wide_balancing_area,2007092220,96.3547637036267
system_wide_balancing_area,2007092222,85.2412040010766
system_wide_balancing_area,2007102700,71.186276831385
system_wide_balancing_area,2007102702,65.8658487022909
system_wide_balancing_area,2007102704,67.80877872021931
system_wide_balancing_area,2007102706,79.69128154986481
system_wide_balancing_area,2007102708,97.49949235418961
system_wide_balancing_area,2007102710,102.99455560489501
system_wide_balancing_area,2007102712,102.957068484549
system_wide_balancing_area,2007102714,100.047702217703
system_wide_balancing_area,2007102716,98.4869579633015
system_wide_balancing_area,2007102718,102.78517632296301
system_wide_balancing_area,2007102720,95.16797633267561
system_wide_balancing_area,2007102722,83.68228838669171
system_wide_balancing_area,2007121500,68.1150759230456
system_wide_balancing_area,2007121502,62.17931042827351
system_wide_balancing_area,2007121504,64.4065939688257
system_wide_balancing_area,2007121506,76.031258556092
system_wide_balancing_area,2007121508,91.63595814008401
system_wide_balancing_area,2007121510,96.24413098260581
system_wide_balancing_area,2007121512,95.1698049726925
system_wide_balancing_area,2007121514,92.3408988665889
system_wide_balancing_area,2007121516,93.65660535872951
system_wide_balancing_area,2007121518,99.50185317266642
system_wide_balancing_area,2007121520,92.24580958571141
system_wide_balancing_area,2007121522,80.32856259574531
system_wide_balancing_area,2008022000,64.0174979352812
system_wide_balancing_area,2008022002,59.60065346561151
system_wide_balancing_area,2008022004,65.82438885469149
system_wide_balancing_area,2008022006,87.59259118627061
system_wide_balancing_area,2008022008,96.2431744100113
system_wide_balancing_area,2008022010,101.50955504240801
system_wide_balancing_area,2008022012,103.310869137993
system_wide_balancing_area,2008022014,103.75236769083202
system_wide_balancing_area,2008022016,102.946516648071
system_wide_balancing_area,2008022018,107.10868616305
system_wide_balancing_area,2008022020,96.7181339058028
system_wide_balancing_area,2008022022,77.5552377712952
system_wide_balancing_area,2008041000,61.95964994373051
system_wide_balancing_area,2008041002,58.6944195939937
system_wide_balancing_area,2008041004,66.31421988068391
system_wide_balancing_area,2008041006,88.3594044622549
